,Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Over18_Y,complaintresolved_N,complaintresolved_Y,Left
749,46,Male,medium,Sales,8,0,Non-Travel,26,40,2,0,,15,3,6,2,2,1,0,0,0
750,42,Female,low,Research & Development,3,1,Travel_Rarely,1,40,1,0,,16,3,8,5,1,1,0,0,0
751,45,Female,high,Sales,2,0,Travel_Rarely,2,40,2,0,,16,4,26,24,1,1,0,0,1
752,26,Male,medium,Research & Development,0,1,Travel_Rarely,2,40,4,0,,12,2,5,4,1,1,0,0,0
753,35,Female,medium,Research & Development,3,1,Travel_Rarely,10,40,3,0,,16,3,10,5,0,1,0,0,0
754,30,Male,low,Research & Development,4,0,Non-Travel,3,40,4,0,,15,3,9,5,1,1,0,0,0
755,35,Male,medium,Research & Development,0,1,Travel_Rarely,6,40,3,0,,14,3,4,3,2,1,0,0,0
756,34,Male,medium,Human Resources,4,1,Travel_Frequently,11,40,2,1,0.0,11,1,14,10,1,1,0,1,0
757,41,Female,high,Research & Development,1,0,Travel_Rarely,12,40,3,0,,12,2,23,22,15,1,0,0,1
758,35,Female,high,Sales,4,0,Non-Travel,8,40,4,0,,11,1,16,13,4,1,0,0,0
759,50,Male,high,Research & Development,3,0,Travel_Rarely,24,40,3,0,,18,4,22,12,1,1,0,0,0
760,40,Male,high,Research & Development,1,1,Travel_Rarely,14,40,3,0,,14,3,21,20,4,1,0,0,0
761,46,Male,high,Sales,4,0,Travel_Rarely,2,40,4,0,,12,2,13,10,0,1,0,0,0
762,23,Male,low,Research & Development,2,0,Travel_Rarely,4,40,1,1,0.0,16,3,5,3,0,1,0,1,0
763,46,Female,high,Sales,2,0,Travel_Rarely,3,40,1,1,0.0,12,2,25,19,2,1,0,1,0
764,30,Male,low,Research & Development,1,1,Travel_Rarely,24,40,3,0,,22,5,1,1,0,1,0,0,0
765,49,Female,low,Research & Development,4,0,Travel_Rarely,16,40,1,0,,16,3,17,2,2,1,0,0,0
766,42,Female,medium,Research & Development,3,1,Travel_Rarely,17,40,1,0,,13,2,10,3,0,1,0,0,0
767,34,Male,low,Research & Development,2,0,Travel_Rarely,6,40,1,0,,11,1,8,4,1,1,0,0,1
768,45,Female,medium,Sales,2,0,Travel_Frequently,26,40,1,0,,14,3,5,1,0,1,0,0,1
769,36,Female,low,Research & Development,3,0,Travel_Rarely,6,40,4,0,,12,2,5,1,0,1,0,0,0
770,39,Female,high,Research & Development,1,0,Travel_Rarely,1,40,4,1,1.0,16,4,21,21,11,1,0,1,0
771,51,Male,high,Sales,4,1,Travel_Frequently,9,40,2,0,,24,5,31,29,11,1,0,0,0
772,42,Male,medium,Research & Development,1,1,Travel_Rarely,29,40,2,0,,13,2,10,9,7,1,0,0,0
773,36,Female,medium,Sales,4,0,Travel_Rarely,16,40,1,0,,13,2,11,3,0,1,0,0,0
774,50,Male,high,Research & Development,1,0,Travel_Frequently,22,40,4,0,,13,2,32,32,13,1,0,0,0
775,45,Female,medium,Sales,4,1,Non-Travel,2,40,3,0,,22,5,10,8,5,1,0,0,0
776,58,Female,low,Research & Development,4,0,Travel_Rarely,9,40,2,0,,20,5,9,1,0,1,0,0,0
777,35,Female,high,Research & Development,1,1,Travel_Rarely,25,40,3,0,,11,1,16,16,10,1,0,0,0
778,36,Female,high,Research & Development,9,1,Non-Travel,8,40,1,1,2.0,14,3,10,8,0,1,0,1,0
779,49,Male,medium,Research & Development,3,1,Travel_Frequently,28,40,1,0,,20,5,20,4,1,1,0,0,1
780,28,Male,medium,Human Resources,1,0,Travel_Rarely,8,40,4,0,,13,2,6,5,0,1,0,0,0
781,28,Male,low,Sales,1,1,Travel_Rarely,10,40,2,0,,22,5,1,1,0,1,0,0,0
782,35,Male,medium,Research & Development,1,0,Travel_Rarely,6,40,4,1,2.0,13,2,17,17,11,1,0,1,0
783,43,Male,high,Research & Development,3,0,Travel_Rarely,3,40,4,0,,14,2,25,8,0,1,0,0,0
784,28,Male,medium,Research & Development,6,1,Travel_Rarely,2,40,3,0,,17,4,5,2,2,1,0,0,1
785,22,Male,low,Research & Development,0,0,Travel_Rarely,2,40,4,0,,14,3,3,2,2,1,0,0,0
786,19,Male,low,Human Resources,1,0,Travel_Rarely,2,40,4,0,,12,2,1,1,0,1,0,0,1
787,37,Male,medium,Research & Development,3,1,Travel_Rarely,10,40,4,0,,17,4,4,1,0,1,0,0,0
788,56,Male,medium,Research & Development,4,0,Travel_Rarely,7,40,4,0,,11,1,37,6,0,1,0,0,0
789,37,Male,medium,Sales,2,1,Travel_Rarely,3,40,4,0,,12,1,12,5,1,1,0,0,0
790,26,Male,low,Research & Development,0,1,Travel_Frequently,3,40,1,0,,22,5,7,6,0,1,0,0,1
791,41,Male,high,Human Resources,1,0,Travel_Rarely,1,40,3,0,,12,2,22,22,2,1,0,0,0
792,26,Male,medium,Sales,1,0,Travel_Rarely,1,40,3,0,,17,4,8,8,7,1,0,0,0
793,45,Male,medium,Research & Development,9,0,Travel_Rarely,8,40,4,0,,14,3,12,10,9,1,0,0,0
794,53,Male,high,Research & Development,3,1,Travel_Rarely,3,40,3,0,,16,3,21,5,1,1,0,0,0
795,32,Male,low,Research & Development,1,0,Travel_Rarely,1,40,1,0,,13,2,1,1,0,1,0,0,0
796,33,Female,low,Research & Development,1,0,Travel_Frequently,3,40,3,1,3.0,11,1,8,8,3,1,1,0,0
797,36,Male,low,Human Resources,4,0,Travel_Rarely,13,40,2,0,,13,2,8,5,0,1,0,0,0
798,33,Male,medium,Sales,1,0,Travel_Rarely,10,40,3,0,,14,2,10,10,0,1,0,0,0
799,18,Female,low,Research & Development,1,0,Non-Travel,1,40,4,0,,15,3,0,0,0,1,0,0,0
800,55,Male,high,Research & Development,7,0,Non-Travel,2,40,1,1,1.0,15,3,31,9,6,1,0,1,0
801,28,Male,low,Research & Development,0,0,Travel_Frequently,1,40,3,0,,11,1,5,4,0,1,0,0,0
802,31,Female,medium,Sales,1,0,Non-Travel,20,40,3,1,2.0,13,2,9,9,0,1,0,1,0
803,41,Female,low,Research & Development,1,0,Travel_Rarely,7,40,3,0,,13,2,10,10,0,1,0,0,0
804,32,Male,medium,Sales,1,1,Travel_Rarely,6,40,3,0,,16,4,12,11,5,1,0,0,0
805,32,Male,medium,Research & Development,0,1,Travel_Rarely,2,40,2,0,,13,2,10,9,1,1,0,0,0
806,50,Female,high,Sales,4,1,Travel_Frequently,12,40,4,0,,11,1,16,2,2,1,0,0,0
807,28,Male,low,Research & Development,1,0,Travel_Rarely,19,40,1,0,,12,1,6,6,3,1,0,0,0
808,57,Male,high,Sales,3,1,Travel_Rarely,29,40,4,1,,12,1,32,1,0,1,1,0,0
809,38,Male,low,Research & Development,0,0,Travel_Frequently,10,40,3,0,,17,4,3,2,0,1,0,0,0
810,34,Female,low,Sales,1,0,Travel_Rarely,14,40,3,0,,18,4,8,8,0,1,0,0,0
811,34,Female,high,Research & Development,2,1,Travel_Rarely,5,40,1,0,,12,1,14,11,5,1,0,0,0
812,32,Male,high,Sales,7,0,Travel_Rarely,2,40,2,0,,12,1,7,2,2,1,0,0,1
813,29,Female,low,Research & Development,0,1,Travel_Frequently,2,40,2,0,,13,2,4,3,0,1,0,0,0
814,43,Male,medium,Sales,1,1,Travel_Rarely,2,40,4,0,,17,4,10,10,8,1,0,0,0
815,30,Female,low,Research & Development,0,1,Travel_Frequently,5,40,2,0,,17,4,4,3,1,1,0,0,1
816,35,Male,low,Research & Development,0,1,Travel_Rarely,16,40,2,0,,13,2,6,5,0,1,0,0,0
817,31,Female,low,Research & Development,1,1,Travel_Rarely,8,40,2,0,,12,2,1,1,0,1,0,0,1
818,34,Female,medium,Sales,0,0,Travel_Rarely,2,40,1,0,,12,1,4,3,0,1,0,0,0
819,36,Female,medium,Sales,4,0,Travel_Rarely,11,40,4,0,,13,2,8,6,0,1,0,0,0
820,33,Male,high,Research & Development,7,0,Travel_Rarely,15,40,3,0,,12,1,15,7,7,1,0,0,1
821,33,Female,medium,Sales,2,1,Travel_Frequently,1,40,1,0,,19,4,10,5,1,1,0,0,0
822,42,Female,high,Sales,5,1,Travel_Frequently,26,40,2,0,,14,3,23,20,4,1,0,0,0
823,37,Female,medium,Research & Development,4,1,Travel_Rarely,1,40,4,0,,17,4,12,6,1,1,0,0,0
824,21,Male,low,Research & Development,1,0,Travel_Rarely,15,40,4,1,,14,3,0,0,0,1,0,1,0
825,25,Male,medium,Research & Development,6,0,Travel_Rarely,2,40,3,0,,19,4,7,2,0,1,0,0,0
826,32,Male,medium,Sales,1,1,Travel_Rarely,7,40,3,1,0.0,14,2,13,13,4,1,0,1,0
827,33,Male,low,Research & Development,5,0,Non-Travel,4,40,2,0,,15,3,11,9,1,1,0,0,0
828,38,Male,medium,Research & Development,2,1,Travel_Frequently,6,40,3,0,,11,1,10,8,7,1,0,0,0
829,20,Female,low,Research & Development,1,0,Travel_Frequently,6,40,4,0,,18,4,1,1,1,1,0,0,1
830,39,Male,high,Research & Development,3,1,Non-Travel,25,40,3,0,,21,5,13,6,0,1,0,0,0
831,45,Female,high,Human Resources,4,0,Travel_Rarely,4,40,3,0,,21,5,9,5,0,1,0,0,0
832,44,Female,high,Research & Development,3,0,Travel_Rarely,7,40,4,0,,14,3,24,22,5,1,0,0,0
833,36,Male,medium,Research & Development,7,1,Travel_Rarely,10,40,1,0,,13,2,15,12,5,1,0,0,0
834,29,Female,high,Research & Development,3,0,Travel_Rarely,1,40,4,0,,14,3,9,7,1,1,0,0,0
835,38,Female,low,Research & Development,4,1,Travel_Frequently,2,40,2,1,2.0,14,3,9,6,0,1,0,1,0
836,44,Male,high,Research & Development,1,0,Travel_Rarely,4,40,1,0,,14,2,26,25,14,1,0,0,0
837,47,Male,high,Research & Development,2,0,Travel_Rarely,25,40,3,0,,23,5,25,17,12,1,0,0,0
838,31,Male,low,Research & Development,1,1,Travel_Rarely,2,40,3,0,,14,2,6,5,0,1,0,0,0
839,26,Male,medium,Sales,6,0,Travel_Rarely,8,40,1,0,,17,4,6,4,1,1,0,0,1
840,32,Male,medium,Sales,8,0,Non-Travel,11,40,3,0,,12,1,6,4,1,1,0,0,1
841,53,Female,high,Research & Development,0,0,Travel_Rarely,2,40,4,0,,16,4,34,33,1,1,0,0,1
842,42,Female,high,Research & Development,2,0,Travel_Rarely,23,40,4,0,,14,2,16,1,0,1,0,0,0
843,34,Male,low,Research & Development,1,1,Travel_Rarely,7,40,4,1,0.0,13,2,1,1,0,1,0,1,0
844,37,Male,high,Research & Development,6,1,Travel_Frequently,10,40,3,0,,11,1,17,1,0,1,0,0,1
845,27,Female,low,Research & Development,1,1,Travel_Rarely,4,40,3,1,,19,5,1,1,0,1,0,1,0
846,49,Female,medium,Research & Development,4,0,Travel_Rarely,3,40,1,0,,25,5,10,3,1,1,0,0,0
847,36,Female,medium,Sales,0,1,Travel_Rarely,3,40,4,0,,19,5,10,9,3,1,0,0,0
848,47,Female,medium,Sales,3,1,Travel_Rarely,14,40,3,0,,17,4,11,5,1,1,0,0,0
849,37,Male,high,Sales,4,0,Travel_Rarely,2,40,3,0,,11,1,17,3,1,1,0,0,0
850,34,Female,medium,Sales,3,0,Travel_Rarely,3,40,4,0,,12,1,9,4,0,1,0,0,0
851,39,Female,high,Research & Development,6,1,Travel_Rarely,13,40,2,0,,13,2,21,19,15,1,0,0,0
852,18,Male,low,Sales,1,1,Travel_Frequently,5,40,2,0,,14,3,0,0,0,1,0,0,1
853,30,Male,high,Sales,1,1,Travel_Rarely,1,40,1,0,,11,1,10,10,6,1,0,0,1
854,24,Female,low,Research & Development,1,0,Travel_Rarely,17,40,2,0,,13,2,1,1,0,1,0,0,1
855,30,Male,medium,Sales,2,1,Travel_Rarely,15,40,1,0,,11,1,12,7,1,1,0,0,0
856,26,Male,low,Research & Development,1,1,Non-Travel,7,40,4,0,,20,5,7,7,5,1,0,0,0
857,59,Male,high,Sales,3,0,Travel_Rarely,1,40,4,0,,14,3,14,6,0,1,0,0,0
858,29,Male,low,Research & Development,0,0,Travel_Rarely,1,40,3,0,,14,3,7,6,1,1,0,0,1
859,53,Male,low,Research & Development,2,1,Travel_Rarely,6,40,4,0,,17,4,19,2,2,1,0,0,0
860,43,Female,medium,Sales,8,0,Travel_Rarely,9,40,3,0,,13,2,7,4,1,1,0,0,1
861,40,Female,medium,Research & Development,5,1,Travel_Rarely,2,40,3,0,,20,5,15,12,11,1,0,0,0
862,36,Male,medium,Research & Development,7,1,Travel_Rarely,15,40,3,0,,14,3,9,1,0,1,0,0,1
863,40,Female,medium,Research & Development,2,0,Travel_Rarely,8,40,1,1,0.0,16,3,18,1,0,1,0,1,0
864,43,Female,medium,Research & Development,1,1,Travel_Frequently,10,40,3,0,,11,1,9,9,0,1,0,0,0
865,29,Male,medium,Research & Development,1,0,Travel_Frequently,20,40,4,0,,13,2,11,11,3,1,0,0,0
866,23,Male,medium,Research & Development,1,0,Travel_Rarely,10,40,3,0,,18,4,2,2,0,1,0,0,0
867,35,Female,low,Sales,1,1,Travel_Rarely,2,40,4,0,,13,2,2,2,2,1,0,0,0
868,28,Female,medium,Research & Development,0,1,Travel_Rarely,27,40,1,0,,21,5,6,5,0,1,0,0,0
869,45,Male,low,Research & Development,8,1,Travel_Rarely,9,40,2,0,,18,4,20,17,0,1,0,0,0
870,49,Female,low,Research & Development,1,1,Travel_Rarely,25,40,1,1,2.0,14,3,10,9,1,1,1,0,0
871,29,Male,low,Human Resources,4,1,Travel_Rarely,13,40,1,0,,15,3,4,2,2,1,0,0,1
872,50,Female,high,Research & Development,5,0,Travel_Rarely,17,40,1,0,,15,3,19,14,1,1,0,0,0
873,26,Male,low,Research & Development,2,1,Travel_Rarely,16,40,2,0,,13,2,5,3,0,1,0,0,1
874,32,Female,medium,Research & Development,9,1,Non-Travel,29,40,3,1,0.0,12,1,10,8,7,1,0,1,0
875,39,Male,medium,Research & Development,0,1,Travel_Rarely,18,40,3,0,,11,1,9,8,1,1,0,0,0
876,29,Male,medium,Human Resources,1,1,Travel_Rarely,17,40,1,0,,13,2,10,10,0,1,0,0,0
877,28,Male,low,Research & Development,1,1,Travel_Rarely,15,40,3,0,,16,4,4,4,2,1,0,0,0
878,19,Male,low,Research & Development,1,0,Travel_Rarely,9,40,1,0,,25,5,1,1,0,1,0,0,0
879,48,Male,medium,Sales,4,0,Travel_Rarely,7,40,1,0,,11,1,15,2,2,1,0,0,0
880,40,Female,medium,Sales,1,0,Travel_Rarely,14,40,1,0,,15,3,5,5,1,1,0,0,0
881,32,Male,low,Research & Development,1,0,Travel_Frequently,7,40,2,1,1.0,20,5,5,5,0,1,0,1,0
882,33,Female,medium,Sales,1,1,Non-Travel,16,40,4,0,,25,5,7,6,1,1,0,0,0
883,34,Female,low,Research & Development,1,0,Travel_Rarely,19,40,4,0,,12,1,10,10,8,1,0,0,0
884,27,Female,low,Research & Development,1,1,Travel_Rarely,9,40,2,0,,16,3,7,7,0,1,0,0,0
885,26,Male,low,Research & Development,1,1,Travel_Rarely,24,40,4,0,,18,4,1,1,0,1,0,0,1
886,34,Male,low,Research & Development,5,0,Travel_Frequently,1,40,1,0,,14,3,10,4,1,1,0,0,0
887,35,Female,low,Research & Development,1,1,Travel_Rarely,27,40,1,0,,11,1,6,6,1,1,0,0,0
888,56,Female,low,Research & Development,2,0,Travel_Rarely,1,40,1,0,,22,5,5,3,1,1,0,0,0
889,30,Male,low,Research & Development,1,1,Travel_Rarely,16,40,4,1,0.0,12,1,10,10,0,1,0,1,0
890,48,Female,low,Sales,2,1,Travel_Frequently,7,40,3,1,0.0,11,1,19,9,7,1,0,1,1
891,25,Female,low,Human Resources,4,1,Travel_Rarely,2,40,2,0,,14,3,6,2,1,1,0,0,0
892,33,Male,medium,Research & Development,1,0,Travel_Rarely,28,40,3,0,,12,1,15,15,5,1,0,0,0
893,46,Female,high,Sales,3,0,Travel_Rarely,2,40,2,0,,12,2,28,7,7,1,0,0,0
894,30,Female,medium,Research & Development,0,0,Travel_Frequently,2,40,1,1,0.0,16,4,10,9,0,1,0,1,0
895,46,Female,high,Sales,8,1,Travel_Rarely,2,40,1,0,,23,5,28,26,15,1,0,0,0
896,28,Male,medium,Research & Development,1,1,Travel_Rarely,17,40,1,1,2.0,12,1,10,10,1,1,1,0,0
897,55,Male,medium,Research & Development,5,0,Travel_Rarely,22,40,2,0,,12,1,8,4,1,1,0,0,0
898,43,Female,medium,Research & Development,4,0,Travel_Rarely,8,40,3,0,,14,3,8,5,0,1,0,0,0
899,42,Male,high,Research & Development,5,0,Travel_Rarely,2,40,3,1,2.0,11,1,24,22,4,1,0,1,0
900,32,Male,medium,Research & Development,1,1,Travel_Rarely,1,40,2,1,2.0,17,4,10,10,0,1,0,1,0
901,20,Male,low,Research & Development,1,0,Travel_Rarely,10,40,3,0,,11,1,1,1,1,1,0,0,1
902,40,Male,high,Sales,2,0,Travel_Rarely,10,40,2,1,,12,1,11,1,0,1,0,1,0
903,29,Female,high,Research & Development,1,1,Travel_Rarely,21,40,1,0,,11,1,10,10,8,1,0,0,0
904,37,Male,medium,Research & Development,7,1,Travel_Rarely,5,40,4,1,2.0,16,4,8,6,0,1,0,1,0
905,20,Female,low,Sales,1,0,Travel_Frequently,9,40,4,0,,14,3,2,2,0,1,0,0,1
906,39,Male,medium,Sales,2,1,Travel_Frequently,20,40,4,1,1.0,18,4,7,2,2,1,0,1,0
907,25,Female,medium,Sales,1,0,Travel_Rarely,4,40,4,0,,11,1,5,5,1,1,0,0,0
908,36,Male,medium,Research & Development,1,0,Travel_Frequently,3,40,2,0,,12,1,12,11,0,1,0,0,0
909,54,Female,high,Research & Development,8,0,Travel_Rarely,17,40,3,1,2.0,11,1,22,10,0,1,0,1,0
910,55,Male,high,Sales,1,1,Travel_Rarely,26,40,4,0,,21,5,36,36,2,1,0,0,0
911,36,Male,medium,Research & Development,1,0,Travel_Frequently,11,40,2,1,0.0,13,2,6,6,0,1,0,1,0
912,29,Female,medium,Research & Development,0,0,Travel_Frequently,14,40,4,0,,12,1,9,8,7,1,0,0,1
913,50,Female,high,Research & Development,3,1,Travel_Frequently,1,40,2,0,,19,5,28,8,0,1,0,0,0
914,22,Male,medium,Research & Development,5,0,Travel_Frequently,4,40,3,0,,16,4,4,2,1,1,0,0,1
915,37,Male,high,Sales,1,1,Travel_Frequently,1,40,4,0,,14,3,6,6,1,1,0,0,0
916,52,Male,medium,Research & Development,3,0,Travel_Rarely,6,40,1,0,,12,2,18,10,6,1,0,0,0
917,39,Male,high,Research & Development,7,0,Travel_Rarely,10,40,3,1,1.0,21,5,9,4,2,1,0,1,0
918,32,Female,high,Sales,1,1,Travel_Rarely,1,40,4,1,2.0,19,4,14,14,5,1,1,0,0
919,34,Male,medium,Research & Development,1,0,Travel_Rarely,1,40,4,0,,13,2,6,6,1,1,0,0,0
920,52,Female,high,Research & Development,2,1,Travel_Frequently,28,40,3,0,,11,1,24,5,0,1,0,0,0
921,33,Female,medium,Research & Development,8,1,Travel_Rarely,4,40,2,0,,11,1,8,5,0,1,0,0,0
922,34,Male,high,Sales,0,1,Travel_Rarely,1,40,4,0,,11,1,16,15,0,1,0,0,0
923,41,Male,high,Research & Development,2,1,Travel_Frequently,9,40,3,0,,17,4,21,18,0,1,0,0,0
924,26,Male,medium,Research & Development,1,1,Travel_Frequently,11,40,1,0,,13,2,5,5,3,1,0,0,0
925,30,Male,medium,Sales,8,1,Travel_Rarely,16,40,3,0,,15,3,4,2,2,1,0,0,0
926,35,Male,medium,Sales,1,1,Travel_Frequently,11,40,4,0,,11,1,5,5,0,1,0,0,0
927,54,Male,high,Human Resources,2,0,Travel_Rarely,19,40,2,1,2.0,15,3,16,9,7,1,0,1,0
928,30,Male,low,Research & Development,1,0,Travel_Frequently,23,40,3,0,,25,5,10,10,0,1,0,0,0
929,40,Female,low,Research & Development,2,1,Travel_Rarely,2,40,3,0,,14,3,20,5,0,1,0,0,0
930,33,Male,low,Research & Development,7,1,Travel_Rarely,10,40,4,0,,13,2,8,4,1,1,0,0,1
931,35,Female,low,Sales,0,0,Travel_Rarely,28,40,3,0,,23,5,6,5,4,1,0,0,0
932,47,Female,high,Sales,9,1,Travel_Frequently,3,40,3,0,,12,2,28,22,11,1,0,0,0
933,24,Male,medium,Research & Development,8,1,Travel_Rarely,24,40,2,0,,22,5,6,4,1,1,0,0,0
934,35,Male,low,Research & Development,1,1,Non-Travel,3,40,3,0,,18,4,1,1,0,1,0,0,0
935,44,Male,high,Sales,7,0,Travel_Rarely,5,40,2,0,,11,1,26,22,3,1,0,0,0
936,20,Male,low,Research & Development,1,0,Travel_Rarely,3,40,3,0,,12,2,2,2,1,1,0,0,0
937,31,Male,low,Research & Development,0,0,Travel_Rarely,9,40,2,0,,16,3,3,2,2,1,0,0,0
938,35,Male,low,Research & Development,1,1,Travel_Frequently,4,40,4,1,1.0,13,2,2,2,2,1,0,1,0
939,32,Male,medium,Sales,0,0,Travel_Rarely,2,40,2,0,,13,2,4,3,1,1,0,0,0
940,51,Female,high,Research & Development,3,1,Travel_Rarely,11,40,2,1,1.0,16,4,29,5,0,1,0,1,0
941,52,Male,high,Research & Development,2,1,Travel_Rarely,1,40,4,1,2.0,15,3,26,9,7,1,0,1,0
942,27,Female,low,Research & Development,9,0,Travel_Rarely,16,40,2,0,,14,3,4,2,2,1,0,0,0
943,26,Male,medium,Research & Development,1,0,Travel_Rarely,3,40,4,0,,22,5,8,8,0,1,0,0,0
944,33,Male,low,Research & Development,4,1,Travel_Rarely,25,40,2,1,2.0,20,5,5,2,2,1,0,1,1
945,37,Male,high,Sales,1,0,Non-Travel,9,40,2,0,,13,2,9,9,7,1,0,0,0
946,37,Female,medium,Research & Development,1,0,Travel_Rarely,1,40,4,0,,13,2,14,14,3,1,0,0,0
947,56,Female,high,Research & Development,4,1,Travel_Rarely,4,40,1,0,,13,2,28,5,4,1,0,0,0
948,43,Male,medium,Research & Development,1,0,Travel_Rarely,11,40,3,0,,17,4,10,10,0,1,0,0,0
949,30,Female,medium,Sales,1,1,Travel_Rarely,4,40,2,0,,12,1,11,11,2,1,0,0,0
950,30,Female,low,Research & Development,1,0,Travel_Frequently,3,40,3,0,,20,5,1,1,0,1,0,0,0
951,37,Male,medium,Research & Development,1,1,Travel_Rarely,21,40,1,0,,12,2,8,8,1,1,0,0,0
952,24,Female,low,Sales,1,0,Non-Travel,13,40,2,1,,13,2,1,1,0,1,0,1,0
953,40,Male,high,Research & Development,4,1,Travel_Rarely,20,40,4,0,,20,5,14,11,11,1,0,0,0
954,34,Male,medium,Research & Development,1,1,Travel_Frequently,7,40,3,0,,24,5,9,9,0,1,0,0,1
955,21,Male,low,Sales,1,0,Travel_Rarely,22,40,3,1,3.0,11,1,3,3,1,1,1,0,0
956,32,Male,medium,Research & Development,4,1,Non-Travel,1,40,1,0,,14,3,9,6,1,1,0,0,0
957,31,Male,medium,Sales,1,1,Travel_Frequently,26,40,4,0,,11,1,10,10,0,1,0,0,1
958,40,Female,low,Research & Development,0,0,Travel_Rarely,2,40,4,1,0.0,20,5,5,4,2,1,0,1,0
959,42,Male,medium,Research & Development,4,1,Travel_Rarely,2,40,2,0,,14,3,4,1,0,1,0,0,0
960,46,Male,high,Research & Development,6,0,Travel_Rarely,7,40,3,0,,13,2,13,8,0,1,0,0,0
961,37,Male,low,Research & Development,6,1,Travel_Rarely,2,40,3,0,,15,3,7,0,0,1,0,0,1
962,43,Female,medium,Research & Development,4,1,Travel_Frequently,1,40,4,1,3.0,13,2,12,5,2,1,1,0,0
963,54,Female,high,Research & Development,9,1,Travel_Rarely,2,40,3,0,,12,2,16,4,0,1,0,0,0
964,31,Male,medium,Sales,4,1,Travel_Rarely,7,40,4,1,0.0,12,1,13,7,1,1,0,1,0
965,31,Female,medium,Research & Development,1,1,Travel_Frequently,1,40,2,1,2.0,11,1,10,10,4,1,0,1,1
966,34,Female,medium,Research & Development,1,0,Travel_Rarely,6,40,3,1,2.0,14,3,16,16,2,1,1,0,0
967,51,Male,medium,Research & Development,5,0,Travel_Rarely,2,40,2,0,,18,4,13,4,1,1,0,0,0
968,33,Male,low,Research & Development,0,1,Travel_Rarely,9,40,4,1,3.0,13,2,15,14,4,1,1,0,0
969,41,Male,medium,Sales,3,0,Travel_Rarely,23,40,3,0,,16,4,21,2,0,1,0,0,0
970,26,Female,low,Research & Development,1,1,Travel_Rarely,23,40,4,0,,22,5,3,3,0,1,0,0,0
971,34,Male,high,Sales,1,1,Travel_Rarely,1,40,4,0,,21,5,14,14,2,1,0,0,0
972,35,Female,medium,Sales,1,0,Travel_Rarely,1,40,3,0,,16,4,5,5,0,1,0,0,0
973,35,Male,medium,Research & Development,0,1,Travel_Rarely,22,40,3,0,,15,3,6,5,4,1,0,0,0
974,30,Female,low,Research & Development,4,1,Travel_Rarely,22,40,3,0,,11,1,7,5,0,1,0,0,1
975,36,Male,medium,Sales,4,0,Non-Travel,8,40,4,0,,13,2,12,7,0,1,0,0,0
976,38,Female,low,Research & Development,1,0,Travel_Rarely,9,40,4,0,,12,2,2,2,2,1,0,0,0
977,46,Male,high,Research & Development,7,1,Travel_Rarely,1,40,1,0,,16,4,17,4,0,1,0,0,0
978,38,Male,medium,Research & Development,7,0,Travel_Rarely,29,40,1,0,,19,4,17,1,0,1,0,0,1
979,31,Male,low,Research & Development,1,1,Travel_Rarely,26,40,3,1,1.0,17,4,5,5,4,1,0,1,0
980,23,Male,low,Research & Development,1,0,Travel_Rarely,9,40,1,0,,14,3,5,4,0,1,0,0,0
981,30,Male,medium,Research & Development,3,1,Travel_Rarely,16,40,3,1,0.0,16,4,10,7,1,1,0,1,0
982,30,Female,medium,Sales,5,1,Travel_Frequently,26,40,1,1,4.0,15,3,9,6,0,1,1,0,1
983,42,Female,medium,Research & Development,2,1,Non-Travel,21,40,3,0,,16,4,11,5,0,1,0,0,0
984,58,Male,low,Research & Development,1,1,Travel_Rarely,23,40,3,0,,12,1,2,2,2,1,0,0,0
985,40,Female,high,Sales,0,0,Travel_Rarely,2,40,3,0,,14,3,21,20,1,1,0,0,0
986,38,Male,low,Human Resources,5,0,Non-Travel,2,40,2,1,1.0,13,2,13,11,3,1,0,1,0
987,39,Male,high,Sales,0,0,Travel_Rarely,15,40,1,0,,12,2,21,20,11,1,0,0,0
988,29,Male,medium,Sales,2,0,Travel_Rarely,2,40,2,0,,19,5,10,0,0,1,0,0,0
989,41,Male,low,Research & Development,6,1,Non-Travel,5,40,1,0,,17,4,5,1,0,1,0,0,1
990,27,Male,medium,Sales,0,1,Non-Travel,1,40,2,0,,13,2,6,5,1,1,0,0,0
991,32,Male,high,Sales,4,1,Travel_Rarely,7,40,4,1,1.0,12,1,7,4,0,1,0,1,0
992,30,Female,medium,Research & Development,1,0,Travel_Frequently,1,40,4,1,2.0,23,5,12,12,3,1,1,0,0
993,34,Female,high,Research & Development,1,0,Travel_Rarely,9,40,2,0,,14,3,9,8,7,1,0,0,0
994,31,Female,medium,Research & Development,1,0,Travel_Rarely,7,40,1,0,,12,2,13,13,3,1,0,0,0
995,30,Male,medium,Sales,7,1,Travel_Rarely,27,40,4,0,,23,5,10,8,7,1,0,0,0
996,40,Female,high,Research & Development,1,0,Travel_Rarely,4,40,3,0,,14,3,21,20,9,1,0,0,0
997,36,Female,high,Research & Development,0,0,Travel_Rarely,12,40,4,1,0.0,11,1,15,14,7,1,0,1,0
998,44,Male,medium,Research & Development,2,0,Travel_Rarely,1,40,1,0,,15,3,10,2,2,1,0,0,0
